t,S,I,R
20.52477380603478,419,157,424
20.537512920420866,419,156,425
20.566970847532094,419,155,426
20.58493476618932,418,156,426
20.623136099121666,418,155,427
20.62334070300423,418,154,428
20.657091225402713,417,155,428
20.664657735166703,417,154,429
20.697116320048302,417,153,430
20.701178964421054,416,154,430
20.72569519663616,415,155,430
20.727012550309077,414,156,430
20.73925765076462,414,155,431
20.75913426074061,414,154,432
20.768691159752596,413,155,432
20.78057142635868,413,154,433
20.798390704434645,412,155,433
20.816856746299603,411,156,433
20.819623329640606,410,157,433
20.83600211147381,410,156,434
20.838738085420612,410,155,435
20.83945254608739,410,154,436
20.863193003432713,409,155,436
20.863326376424688,409,154,437
20.87177762015383,409,153,438
20.87901627645168,408,154,438
20.886362821391803,408,153,439
20.91945502737427,408,152,440
20.938563702402163,408,151,441
20.940384078794043,407,152,441
20.948476318017246,407,151,442
20.957885964531062,407,150,443
20.96202651367079,407,149,444
20.962958546937536,406,150,444
20.977243087084105,405,151,444
20.98375083521145,404,152,444
20.98581314432613,403,153,444
21.002249538519557,402,154,444
21.00900675083624,401,155,444
21.012172560202927,401,154,445
21.03341894866967,401,153,446
21.046861497578174,401,152,447
21.069412649381718,401,151,448
21.072491238805327,400,152,448
21.079199338707628,399,153,448
21.102157597928336,398,154,448
21.107824609243647,398,153,449
21.118058000057665,398,152,450
21.139904127598456,397,153,450
21.147258076495973,397,152,451
21.148609719806604,396,153,451
21.153862154810536,396,152,452
21.163683459292024,395,153,452
21.164982266485886,395,152,453
21.169552505537755,395,151,454
21.171977637523206,395,150,455
21.1740523140177,395,149,456
21.182979298083954,395,148,457
21.184681085699946,394,149,457
21.212307633539215,393,150,457
21.212653995979483,393,149,458
21.225613962389144,392,150,458
21.270024117500675,392,149,459
21.296869626941774,391,150,459
21.29960791118004,391,149,460
21.302411521101664,390,150,460
21.303584572784402,390,149,461
21.303870137938045,389,150,461
21.31236159119787,389,149,462
21.326732265211877,388,150,462
21.33053305601,388,149,463
21.330778020365962,388,148,464
21.37022684804547,388,147,465
21.371985755317287,387,148,465
21.38316003503907,387,147,466
21.385823625732574,387,146,467
21.39986235563212,386,147,467
21.417081316178674,386,146,468
21.42556281582204,385,147,468
21.451388286894254,385,146,469
21.452433630176515,385,145,470
21.45333023597982,384,146,470
21.480855311849364,384,145,471
21.481571987425514,383,146,471
21.550142746777123,383,145,472
21.56078504388473,383,144,473
21.59416371913261,383,143,474
21.615789410797294,382,144,474
21.622637103001413,381,145,474
21.64827814996555,380,146,474
21.67235665490658,379,147,474
21.67444646498541,378,148,474
21.681270779869564,378,147,475
21.68332437088867,378,146,476
21.68805827541717,378,145,477
21.690763890859735,377,146,477
21.707556022633483,376,147,477
21.707743393846386,376,146,478
21.725834301063035,376,145,479
21.743088236615304,376,144,480
21.755021732978573,376,143,481
21.77021725204527,376,142,482
21.805714191722746,375,143,482
21.807107074564655,375,142,483
21.82058521075161,375,141,484
21.830274190435482,374,142,484
21.855768426888556,374,141,485
21.953734180137594,374,140,486
21.95380587609698,373,141,486
21.955736160697565,373,140,487
21.992368049158316,372,141,487
22.005462715055398,371,142,487
22.00701797149532,371,141,488
22.022779371422857,371,140,489
22.07170711283859,371,139,490
22.07566048056378,371,138,491
22.08593578046626,370,139,491
22.09066790244953,370,138,492
22.13398445718267,369,139,492
22.16249799849151,369,138,493
22.17887839641095,369,137,494
22.18308303497422,368,138,494
22.204440914010338,368,137,495
22.228936288451624,368,136,496
22.249989168893595,368,135,497
22.294112480517605,368,134,498
22.309119572608154,368,133,499
22.313511741538825,368,132,500
22.31658626393184,368,131,501
22.342848079491652,367,132,501
22.363881643310098,367,131,502
22.373539759533628,367,130,503
22.38174623785758,366,131,503
22.385126003021963,365,132,503
22.390164283276537,365,131,504
22.428114921495535,365,130,505
22.437224757207698,365,129,506
22.519202585236705,365,128,507
22.53825365259379,365,127,508
22.575124227123393,364,128,508
22.591410078874638,364,127,509
22.630942663539994,364,126,510
22.637133610896782,363,127,510
22.64509896117297,362,128,510
22.65647863748823,361,129,510
22.684368538027186,361,128,511
22.743686032049737,360,129,511
22.74589096192035,359,130,511
22.75186639278231,359,129,512
22.759482648791415,358,130,512
22.76785000352653,358,129,513
22.77175078856704,358,128,514
22.800065293074837,358,127,515
22.80664819740432,358,126,516
22.807771300771737,357,127,516
22.813908698913636,357,126,517
22.84138384360751,357,125,518
22.866226577532515,357,124,519
22.875051510952193,357,123,520
22.89584721827598,357,122,521
22.903585778831722,357,121,522
22.956181730970947,357,120,523
22.972624860412733,357,119,524
22.997285512989308,357,118,525
23.015323258803654,356,119,525
23.028847658667292,356,118,526
23.045863444046923,356,117,527
23.054933070606587,356,116,528
23.05997952161007,356,115,529
23.07159342704663,356,114,530
23.07494737691156,355,115,530
23.085063555993496,355,114,531
23.10613447274485,355,113,532
23.127625558552932,355,112,533
23.15854308937037,355,111,534
23.22605240956845,355,110,535
23.275117854090496,354,111,535
23.277789985782093,353,112,535
23.311203179261426,352,113,535
23.32584117501536,352,112,536
23.33255603196147,351,113,536
23.370206161594552,350,114,536
23.412916402472522,349,115,536
23.414511839069633,349,114,537
23.42742290654818,349,113,538
23.491103212066037,348,114,538
23.50372010901242,348,113,539
23.52364285905662,347,114,539
23.550127485860486,347,113,540
23.5718935699663,347,112,541
23.601843257361164,347,111,542
23.67755918874048,346,112,542
23.7450147890912,345,113,542
23.761723354107918,345,112,543
23.76550679245636,345,111,544
23.774350278846708,344,112,544
23.80660738930177,344,111,545
23.837033440145696,344,110,546
23.934543474235223,343,111,546
23.94332011158682,342,112,546
23.969108262684568,342,111,547
23.977818139699707,341,112,547
24.02245220214641,341,111,548
24.03030200339592,340,112,548
24.074585839333825,339,113,548
24.103579137458386,339,112,549
24.10984034743558,339,111,550
24.11833132663356,339,110,551
24.15683131182592,339,109,552
24.172720044638158,338,110,552
24.18473392714987,338,109,553
24.18556117738171,338,108,554
24.19205748403491,337,109,554
24.22887378660609,337,108,555
24.240473401803488,336,109,555
24.341849470079836,336,108,556
24.4442642941225,336,107,557
24.44574037470126,336,106,558
24.452450353849514,335,107,558
24.49317584879864,334,108,558
24.50510003814236,333,109,558
24.50607855541714,333,108,559
24.53552434506479,332,109,559
24.57164591515643,332,108,560
24.576082885373868,331,109,560
24.62445288591799,331,108,561
24.647166976115805,330,109,561
24.669667582306076,329,110,561
24.681360332162452,329,109,562
24.697265596751283,328,110,562
24.71484719767383,328,109,563
24.729673937052063,327,110,563
24.73389039800198,326,111,563
24.7483002348773,326,110,564
24.768670871363295,325,111,564
24.79470412714194,324,112,564
24.811841410036628,323,113,564
24.933602823765163,323,112,565
24.943993154438196,323,111,566
24.958794275505834,323,110,567
25.011528408310035,323,109,568
25.05039221046179,323,108,569
25.057463712803486,323,107,570
25.0893141701387,323,106,571
25.098616846322177,322,107,571
25.110173041088803,321,108,571
25.134241176774196,321,107,572
25.176073077083416,321,106,573
25.18886266392739,321,105,574
25.29322510973503,320,106,574
25.329302817425948,320,105,575
25.341895944913915,320,104,576
25.355166962207612,320,103,577
25.37342457118039,320,102,578
25.374470016914945,319,103,578
25.396535572963618,318,104,578
25.425161996717762,317,105,578
25.49900013450032,317,104,579
25.51649176083074,317,103,580
25.518196547412366,317,102,581
25.52542908273183,317,101,582
25.551531830592317,317,100,583
25.591316333205004,317,99,584
25.613566094150812,316,100,584
25.621008323630498,315,101,584
25.693315474516332,315,100,585
25.723445170759,315,99,586
25.765784699427954,315,98,587
25.78449421908567,314,99,587
25.817985296187405,314,98,588
25.84873412361587,313,99,588
25.892682552689738,312,100,588
25.90222052675564,312,99,589
25.966075842793416,312,98,590
26.039426544565746,312,97,591
26.052023390436702,311,98,591
26.082763208682543,311,97,592
26.133764777928484,311,96,593
26.13555953765632,310,97,593
26.13738569372273,309,98,593
26.233342308065435,309,97,594
26.265941840356685,309,96,595
26.304257338627565,308,97,595
26.401538166782856,308,96,596
26.424797927431847,308,95,597
26.44290441789755,307,96,597
26.48738237709416,307,95,598
26.53453214447274,306,96,598
26.55958600902052,306,95,599
26.570480029591955,306,94,600
26.575278167128275,306,93,601
26.62153124241008,306,92,602
26.629380886128132,306,91,603
26.632074797989446,306,90,604
26.646338834839426,306,89,605
26.66072938123034,305,90,605
26.67437715697477,304,91,605
26.69676174424664,304,90,606
26.760391466365476,303,91,606
26.833982216725094,302,92,606
26.834352498132944,301,93,606
26.933622746415285,301,92,607
26.94496335556061,300,93,607
26.955643432573606,299,94,607
26.983926194337442,298,95,607
27.032817107006316,298,94,608
27.06508910390516,298,93,609
27.100589431167748,298,92,610
27.111862902435245,297,93,610
27.138569957013647,296,94,610
27.183187608699587,295,95,610
27.239697499525487,295,94,611
27.247927940401485,294,95,611
27.255675048602882,294,94,612
27.30803485598947,293,95,612
27.35460067828798,293,94,613
27.362728190088195,293,93,614
27.38875917617649,293,92,615
27.403626939883054,293,91,616
27.430229602157386,293,90,617
27.4814149237328,292,91,617
27.510615229596826,292,90,618
27.523264246144244,292,89,619
27.559536595212673,291,90,619
27.577572338767514,291,89,620
27.628404268388,290,90,620
27.657305172402143,290,89,621
27.70264847542642,290,88,622
27.74179754453704,289,89,622
27.750327223919008,289,88,623
27.7577782478405,289,87,624
27.81452591062847,289,86,625
27.829254454147005,288,87,625
27.873729966476592,287,88,625
27.891845799272975,287,87,626
27.921985566024897,286,88,626
27.935603656821367,286,87,627
27.978222282417153,286,86,628
27.98504424688993,286,85,629
28.00167243870421,286,84,630
28.008998791565926,285,85,630
28.04683720205284,285,84,631
28.097929428701843,285,83,632
28.12413508298656,284,84,632
28.1473100327231,284,83,633
28.193715732417747,283,84,633
28.20383796158556,283,83,634
28.21187474128061,283,82,635
28.271075393231527,283,81,636
28.278054151579965,283,80,637
28.29516743554462,282,81,637
28.29796295830884,281,82,637
28.366515519828365,281,81,638
28.399608829232605,281,80,639
28.41375977846838,280,81,639
28.435991658832734,280,80,640
28.44510017190521,280,79,641
28.50134213435576,279,80,641
28.5146772418358,279,79,642
28.557596226132922,279,78,643
28.61216894274857,279,77,644
28.61300855763593,278,78,644
28.629836134344917,277,79,644
28.82869498290477,276,80,644
28.856825810439524,276,79,645
28.862458992453323,276,78,646
28.89276552730976,276,77,647
28.903412372580874,276,76,648
28.919321332959626,276,75,649
28.954622105503837,276,74,650
28.97052626280794,276,73,651
28.999007567378477,276,72,652
29.031484301938235,276,71,653
29.09997548654627,276,70,654
29.11291239067226,276,69,655
29.148711293807878,275,70,655
29.20651766948152,275,69,656
29.206875064324684,275,68,657
29.270939282654243,275,67,658
29.3160476882756,274,68,658
29.322552929494076,273,69,658
29.32690696463767,272,70,658
29.376712941512025,272,69,659
29.39730907332238,272,68,660
29.52001338315136,272,67,661
29.675114184894177,271,68,661
29.774039068831716,270,69,661
29.812009251594656,269,70,661
29.82741076360543,269,69,662
29.832902145883626,268,70,662
29.83365109820287,268,69,663
29.866420849956455,268,68,664
29.916716329436788,267,69,664
30.079532841069565,267,68,665
30.09760705114494,267,67,666
30.13321488502215,266,68,666
30.286020516344074,266,67,667
30.321163645154304,266,66,668
30.326814661797986,266,65,669
30.32822647792325,266,64,670
30.340611596063475,266,63,671
30.386443103129213,266,62,672
30.430288262657808,265,63,672
30.449305417704306,265,62,673
30.484302388838223,265,61,674
30.506355251125612,265,60,675
30.51452644605711,264,61,675
30.821777511745232,263,62,675
30.82812841398819,263,61,676
30.957617459953642,263,60,677
30.992299962795688,262,61,677
31.02972340672558,262,60,678
31.074671013646974,262,59,679
31.12201647903111,262,58,680
31.19258613213493,261,59,680
31.194895582287735,260,60,680
31.20088701582383,259,61,680
31.268050426030587,259,60,681
31.28705775219934,258,61,681
31.327927972772407,258,60,682
31.34248073924817,258,59,683
31.375224933913103,258,58,684
31.385512306458914,258,57,685
31.433138995215533,258,56,686
31.456701259179134,257,57,686
31.484794554989143,257,56,687
31.511081685990575,257,55,688
31.536901147358638,257,54,689
31.597014451837484,257,53,690
31.626469005123134,257,52,691
31.65735226781566,257,51,692
31.69607082082507,257,50,693
31.718292042480286,257,49,694
31.90800885410762,256,50,694
31.92234222814074,256,49,695
31.925953643247368,256,48,696
31.99493463585492,256,47,697
32.04915275987357,256,46,698
32.17040368908912,256,45,699
32.20631820216002,255,46,699
32.21571385860216,255,45,700
32.29948978477907,254,46,700
32.323634221645705,254,45,701
32.33742297419271,254,44,702
32.485649346190556,254,43,703
32.61087840487314,254,42,704
32.658074382322404,253,43,704
32.73186576844608,252,44,704
32.90320816096428,251,45,704
32.92777700890234,251,44,705
32.950760530001425,251,43,706
33.031538664369805,251,42,707
33.21841097068692,251,41,708
33.28311070419679,251,40,709
33.29596931074757,251,39,710
33.43347101085424,251,38,711
33.550002440498446,251,37,712
33.58716282098063,250,38,712
33.7166693174754,250,37,713
33.807164563707744,250,36,714
33.98872055169324,249,37,714
34.042377117970034,249,36,715
34.06351478385362,248,37,715
34.217210325510266,248,36,716
34.26099291613882,248,35,717
34.28185982089721,247,36,717
34.376215080066245,247,35,718
34.396681345729576,246,36,718
34.44494846516628,245,37,718
34.482741719272944,245,36,719
34.625742789802885,245,35,720
34.6301845251176,244,36,720
34.700276705857675,244,35,721
34.914908084054765,243,36,721
34.974892541271714,243,35,722
34.98570969455122,243,34,723
35.0040630369887,242,35,723
35.029435802613726,242,34,724
35.33687783961582,242,33,725
35.62577284279147,241,34,725
36.1908783795601,241,33,726
36.21608237704306,241,32,727
36.284344131742536,240,33,727
36.41157344964819,239,34,727
36.51426439945226,238,35,727
36.55577929525128,238,34,728
36.557765481149275,238,33,729
37.09171915219747,238,32,730
37.191193568300505,237,33,730
37.29640862577161,236,34,730
37.44049994726696,236,33,731
37.46745682284684,235,34,731
37.47567310738169,235,33,732
37.69250099523134,234,34,732
37.71052446038054,234,33,733
37.806793024455914,233,34,733
37.82782184671871,232,35,733
38.002880072534126,232,34,734
38.13240446632786,232,33,735
38.20584269074341,231,34,735
38.24066608269283,231,33,736
38.259887757173445,231,32,737
38.27267808440975,231,31,738
38.328209633040714,231,30,739
38.438695176288675,231,29,740
38.475180840906276,231,28,741
38.50585793068028,230,29,741
38.618354347683024,230,28,742
38.62583742892328,229,29,742
38.692656060303364,229,28,743
38.72069145940737,229,27,744
38.796430681804175,229,26,745
38.8893627299643,228,27,745
38.9184907824535,228,26,746
39.1228714695421,228,25,747
39.141231355655634,228,24,748
39.21872063604327,228,23,749
39.45991266414147,228,22,750
39.756056656526184,227,23,750
39.8016784426954,226,24,750
39.99331415416916,226,23,751
